,event,date,fighter_1,fighter_2,result,method,round,time
7288,UFC 62: Liddell vs Sobral,2006-08-26,David Heath,Cory Walmsley,win,SUB,1,2:32
7289,UFC 62: Liddell vs Sobral,2006-08-26,Yushin Okami,Alan Belcher,win,U-DEC,3,5:00
7290,UFC Fight Night 6,2006-08-17,Diego Sanchez,Karo Parisyan,win,U-DEC,3,5:00
7291,UFC Fight Night 6,2006-08-17,Chris Leben,Jorge Santiago,win,KO/TKO,2,0:35
7292,UFC Fight Night 6,2006-08-17,Dean Lister,Yuki Sasaki,win,U-DEC,3,5:00
7293,UFC Fight Night 6,2006-08-17,Josh Koscheck,Jonathan Goulet,win,KO/TKO,1,4:10
7294,UFC Fight Night 6,2006-08-17,Martin Kampmann,Crafton Wallace,win,SUB,1,2:59
7295,UFC Fight Night 6,2006-08-17,Joe Riggs,Jason Von Flue,win,SUB,1,2:01
7296,UFC Fight Night 6,2006-08-17,Jake O'Brien,Kristof Midoux,win,KO/TKO,2,0:52
7297,UFC Fight Night 6,2006-08-17,Forrest Petz,Sammy Morgan,win,U-DEC,3,5:00
7298,UFC Fight Night 6,2006-08-17,Anthony Torres,Pat Healy,win,SUB,1,2:37
7299,UFC 61: Bitter Rivals,2006-07-08,Tim Sylvia,Andrei Arlovski,win,U-DEC,5,5:00
7300,UFC 61: Bitter Rivals,2006-07-08,Joshua Burkman,Josh Neer,win,U-DEC,3,5:00
7301,UFC 61: Bitter Rivals,2006-07-08,Tito Ortiz,Ken Shamrock,win,KO/TKO,1,1:18
7302,UFC 61: Bitter Rivals,2006-07-08,Frank Mir,Dan Christison,win,U-DEC,3,5:00
7303,UFC 61: Bitter Rivals,2006-07-08,Joe Stevenson,Yves Edwards,win,KO/TKO,2,5:00
7304,UFC 61: Bitter Rivals,2006-07-08,Hermes Franca,Joe Jordan,win,SUB,3,0:47
7305,UFC 61: Bitter Rivals,2006-07-08,Jeff Monson,Anthony Perosh,win,KO/TKO,1,2:42
7306,UFC 61: Bitter Rivals,2006-07-08,Cheick Kongo,Gilbert Aldana,win,KO/TKO,1,4:13
7307,UFC 61: Bitter Rivals,2006-07-08,Drew Fickett,Kurt Pellegrino,win,SUB,3,1:20
7308,UFC Fight Night 5,2006-06-28,Jonathan Goulet,Luke Cummo,win,M-DEC,3,5:00
7309,UFC Fight Night 5,2006-06-28,Anderson Silva,Chris Leben,win,KO/TKO,1,0:49
7310,UFC Fight Night 5,2006-06-28,Rashad Evans,Stephan Bonnar,win,M-DEC,3,5:00
7311,UFC Fight Night 5,2006-06-28,Mark Hominick,Jorge Gurgel,win,U-DEC,3,5:00
7312,UFC Fight Night 5,2006-06-28,Josh Koscheck,Dave Menne,win,U-DEC,3,5:00
7313,UFC Fight Night 5,2006-06-28,Jason Lambert,Branden Lee Hinkle,win,KO/TKO,1,5:00
7314,UFC Fight Night 5,2006-06-28,Jon Fitch,Thiago Alves,win,KO/TKO,2,4:37
7315,UFC Fight Night 5,2006-06-28,Rob MacDonald,Kristian Rothaermel,win,SUB,1,4:01
7316,UFC Fight Night 5,2006-06-28,Jorge Santiago,Justin Levens,win,KO/TKO,1,2:13
7317,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Kenny Florian,Sam Stout,win,SUB,1,1:46
7318,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Michael Bisping,Josh Haynes,win,KO/TKO,2,4:14
7319,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Kendall Grove,Ed Herman,win,U-DEC,3,5:00
7320,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Keith Jardine,Wilson Gouveia,win,U-DEC,3,5:00
7321,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Rory Singer,Ross Pointon,win,SUB,1,0:44
7322,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Kalib Starnes,Danny Abbadi,win,SUB,1,2:56
7323,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Luigi Fioravanti,Solomon Hutcherson,win,KO/TKO,1,4:15
7324,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Matt Hamill,Jesse Forbes,win,KO/TKO,1,4:47
7325,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Mike Nickels,Wes Combs,win,SUB,1,3:10
7326,UFC 60: Hughes vs Gracie,2006-05-27,Matt Hughes,Royce Gracie,win,KO/TKO,1,4:39
7327,UFC 60: Hughes vs Gracie,2006-05-27,Dean Lister,Alessio Sakara,win,SUB,1,2:20
7328,UFC 60: Hughes vs Gracie,2006-05-27,Diego Sanchez,John Alessio,win,U-DEC,3,5:00
7329,UFC 60: Hughes vs Gracie,2006-05-27,Brandon Vera,Assuerio Silva,win,SUB,1,2:39
7330,UFC 60: Hughes vs Gracie,2006-05-27,Mike Swick,Joe Riggs,win,SUB,1,2:19
7331,UFC 60: Hughes vs Gracie,2006-05-27,Jeremy Horn,Chael Sonnen,win,SUB,2,1:17
7332,UFC 60: Hughes vs Gracie,2006-05-27,Spencer Fisher,Matt Wiman,win,KO/TKO,2,1:43
7333,UFC 60: Hughes vs Gracie,2006-05-27,Gabriel Gonzaga,Fabiano Scherner,win,KO/TKO,2,0:24
7334,UFC 60: Hughes vs Gracie,2006-05-27,Melvin Guillard,Rick Davis,win,KO/TKO,1,1:37
7335,UFC 59: Reality Check,2006-04-15,Tim Sylvia,Andrei Arlovski,win,KO/TKO,1,2:43
7336,UFC 59: Reality Check,2006-04-15,Sean Sherk,Nick Diaz,win,U-DEC,3,5:00
7337,UFC 59: Reality Check,2006-04-15,Tito Ortiz,Forrest Griffin,win,S-DEC,3,5:00
7338,UFC 59: Reality Check,2006-04-15,Evan Tanner,Justin Levens,win,SUB,1,3:14
7339,UFC 59: Reality Check,2006-04-15,Jeff Monson,Marcio Cruz,win,S-DEC,3,5:00
7340,UFC 59: Reality Check,2006-04-15,Karo Parisyan,Nick Thompson,win,KO/TKO,1,4:44
7341,UFC 59: Reality Check,2006-04-15,David Terrell,Scott Smith,win,SUB,1,3:08
7342,UFC 59: Reality Check,2006-04-15,Jason Lambert,Terry Martin,win,KO/TKO,2,2:37
7343,UFC 59: Reality Check,2006-04-15,Thiago Alves,Derrick Noble,win,KO/TKO,1,2:54
7344,UFC Fight Night 4,2006-04-06,Stephan Bonnar,Keith Jardine,win,U-DEC,3,5:00
7345,UFC Fight Night 4,2006-04-06,Rashad Evans,Sam Hoger,win,S-DEC,3,5:00
7346,UFC Fight Night 4,2006-04-06,Josh Neer,Joe Stevenson,win,U-DEC,3,5:00
7347,UFC Fight Night 4,2006-04-06,Chris Leben,Luigi Fioravanti,win,U-DEC,3,5:00
7348,UFC Fight Night 4,2006-04-06,Luke Cummo,Jason Von Flue,win,U-DEC,3,5:00
7349,UFC Fight Night 4,2006-04-06,Jon Fitch,Joshua Burkman,win,SUB,2,4:57
7350,UFC Fight Night 4,2006-04-06,Dan Christison,Brad Imes,win,SUB,3,3:37
7351,UFC Fight Night 4,2006-04-06,Josh Koscheck,Ansar Chalangov,win,SUB,1,3:29
7352,UFC Fight Night 4,2006-04-06,Chael Sonnen,Trevor Prangley,win,U-DEC,3,5:00
7353,UFC 58: USA vs Canada,2006-03-04,Rich Franklin,David Loiseau,win,U-DEC,5,5:00
7354,UFC 58: USA vs Canada,2006-03-04,Mike Swick,Steve Vigneault,win,SUB,1,2:09
7355,UFC 58: USA vs Canada,2006-03-04,Georges St-Pierre,BJ Penn,win,S-DEC,3,5:00
7356,UFC 58: USA vs Canada,2006-03-04,Nate Marquardt,Joe Doerksen,win,U-DEC,3,5:00
7357,UFC 58: USA vs Canada,2006-03-04,Mark Hominick,Yves Edwards,win,SUB,2,1:52
7358,UFC 58: USA vs Canada,2006-03-04,Sam Stout,Spencer Fisher,win,S-DEC,3,5:00
7359,UFC 58: USA vs Canada,2006-03-04,Jason Lambert,Rob MacDonald,win,SUB,1,1:54
7360,UFC 58: USA vs Canada,2006-03-04,Tom Murphy,Icho Larenas,win,KO/TKO,3,1:59
7361,UFC 57: Liddell vs Couture 3,2006-02-04,Chuck Liddell,Randy Couture,win,KO/TKO,2,1:28
7362,UFC 57: Liddell vs Couture 3,2006-02-04,Brandon Vera,Justin Eilers,win,KO/TKO,1,1:25
7363,UFC 57: Liddell vs Couture 3,2006-02-04,Marcio Cruz,Frank Mir,win,KO/TKO,1,4:10
7364,UFC 57: Liddell vs Couture 3,2006-02-04,Renato Sobral,Mike van Arsdale,win,SUB,1,2:21
7365,UFC 57: Liddell vs Couture 3,2006-02-04,Joe Riggs,Nick Diaz,win,U-DEC,3,5:00
7366,UFC 57: Liddell vs Couture 3,2006-02-04,Alessio Sakara,Elvis Sinosic,win,U-DEC,3,5:00
7367,UFC 57: Liddell vs Couture 3,2006-02-04,Paul Buentello,Gilbert Aldana,win,KO/TKO,2,2:27
7368,UFC 57: Liddell vs Couture 3,2006-02-04,Jeff Monson,Branden Lee Hinkle,win,SUB,1,4:35
7369,UFC 57: Liddell vs Couture 3,2006-02-04,Keith Jardine,Mike Whitehead,win,U-DEC,3,5:00
7370,UFC Fight Night 3,2006-01-16,Tim Sylvia,Assuerio Silva,win,U-DEC,3,5:00
7371,UFC Fight Night 3,2006-01-16,Stephan Bonnar,James Irvin,win,SUB,1,4:30
7372,UFC Fight Night 3,2006-01-16,Joshua Burkman,Drew Fickett,win,SUB,1,1:07
7373,UFC Fight Night 3,2006-01-16,Chris Leben,Jorge Rivera,win,KO/TKO,1,1:44
7374,UFC Fight Night 3,2006-01-16,Josh Neer,Melvin Guillard,win,SUB,1,4:20
7375,UFC Fight Night 3,2006-01-16,Duane Ludwig,Jonathan Goulet,win,KO/TKO,1,0:06
7376,UFC Fight Night 3,2006-01-16,Spencer Fisher,Aaron Riley,win,KO/TKO,1,5:00
7377,UFC Fight Night 3,2006-01-16,Jason Von Flue,Alex Karalexis,win,SUB,3,1:17
7378,UFC 56: Full Force,2005-11-19,Rich Franklin,Nate Quarry,win,KO/TKO,1,2:34
7379,UFC 56: Full Force,2005-11-19,Gabriel Gonzaga,Kevin Jordan,win,KO/TKO,3,4:39
7380,UFC 56: Full Force,2005-11-19,Matt Hughes,Joe Riggs,win,SUB,1,3:28
7381,UFC 56: Full Force,2005-11-19,Georges St-Pierre,Sean Sherk,win,KO/TKO,2,2:53
7382,UFC 56: Full Force,2005-11-19,Jeremy Horn,Trevor Prangley,win,U-DEC,3,5:00
7383,UFC 56: Full Force,2005-11-19,Sam Hoger,Jeff Newton,win,SUB,2,2:05
7384,UFC 56: Full Force,2005-11-19,Thiago Alves,Ansar Chalangov,win,KO/TKO,1,2:25
7385,UFC 56: Full Force,2005-11-19,Nick Thompson,Keith Wisniewski,win,U-DEC,3,5:00
7386,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Diego Sanchez,Nick Diaz,win,U-DEC,3,5:00
7387,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Rashad Evans,Brad Imes,win,S-DEC,3,5:00
7388,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Joe Stevenson,Luke Cummo,win,U-DEC,3,5:00
7389,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Kenny Florian,Kit Cope,win,SUB,2,0:37
7390,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Joshua Burkman,Sammy Morgan,win,KO/TKO,1,0:21
7391,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Melvin Guillard,Marcus Davis,win,KO/TKO,2,2:55
7392,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Keith Jardine,Kerry Schall,win,KO/TKO,2,3:28
7393,UFC 55: Fury,2005-10-07,Andrei Arlovski,Paul Buentello,win,KO/TKO,1,0:15
7394,UFC 55: Fury,2005-10-07,Branden Lee Hinkle,Sean Gannon,win,KO/TKO,1,4:14
7395,UFC 55: Fury,2005-10-07,Forrest Griffin,Elvis Sinosic,win,KO/TKO,1,3:30
7396,UFC 55: Fury,2005-10-07,Renato Sobral,Chael Sonnen,win,SUB,2,1:20
7397,UFC 55: Fury,2005-10-07,Joe Riggs,Chris Lytle,win,KO/TKO,2,2:00
7398,UFC 55: Fury,2005-10-07,Jorge Rivera,Dennis Hallman,win,U-DEC,3,5:00
7399,UFC 55: Fury,2005-10-07,Marcio Cruz,Keigo Kunihara,win,SUB,2,1:02
7400,UFC 55: Fury,2005-10-07,Alessio Sakara,Ron Faircloth,nc,CNC,2,0:10
7401,UFC Fight Night 2,2005-10-03,David Loiseau,Evan Tanner,win,KO/TKO,2,4:15
7402,UFC Fight Night 2,2005-10-03,Chris Leben,Edwin DeWees,win,SUB,1,3:26
7403,UFC Fight Night 2,2005-10-03,Brandon Vera,Fabiano Scherner,win,KO/TKO,2,3:22
7404,UFC Fight Night 2,2005-10-03,Drew Fickett,Josh Koscheck,win,SUB,3,4:28
7405,UFC Fight Night 2,2005-10-03,Spencer Fisher,Thiago Alves,win,SUB,2,4:43
7406,UFC Fight Night 2,2005-10-03,Jon Fitch,Brock Larson,win,U-DEC,3,5:00
7407,UFC Fight Night 2,2005-10-03,Jonathan Goulet,Jay Hieron,win,KO/TKO,3,1:05
7408,UFC 54: Boiling Point,2005-08-20,Chuck Liddell,Jeremy Horn,win,KO/TKO,4,2:46
7409,UFC 54: Boiling Point,2005-08-20,Tim Sylvia,Tra Telligman,win,KO/TKO,1,4:59
7410,UFC 54: Boiling Point,2005-08-20,Randy Couture,Mike van Arsdale,win,SUB,3,0:52
7411,UFC 54: Boiling Point,2005-08-20,Diego Sanchez,Brian Gassaway,win,KO/TKO,2,1:56
7412,UFC 54: Boiling Point,2005-08-20,Georges St-Pierre,Frank Trigg,win,SUB,1,4:09
7413,UFC 54: Boiling Point,2005-08-20,Matt Lindland,Joe Doerksen,win,U-DEC,3,5:00
7414,UFC 54: Boiling Point,2005-08-20,Trevor Prangley,Travis Lutter,win,U-DEC,3,5:00
7415,UFC 54: Boiling Point,2005-08-20,James Irvin,Terry Martin,win,KO/TKO,2,0:09
7416,UFC Fight Night 1,2005-08-06,Nate Marquardt,Ivan Salaverry,win,U-DEC,3,5:00
7417,UFC Fight Night 1,2005-08-06,Chris Leben,Patrick Cote,win,S-DEC,3,5:00
7418,UFC Fight Night 1,2005-08-06,Stephan Bonnar,Sam Hoger,win,U-DEC,3,5:00
7419,UFC Fight Night 1,2005-08-06,Nate Quarry,Pete Sell,win,KO/TKO,1,0:42
7420,UFC Fight Night 1,2005-08-06,Josh Koscheck,Pete Spratt,win,SUB,1,1:53
7421,UFC Fight Night 1,2005-08-06,Mike Swick,Gideon Ray,win,KO/TKO,1,0:22
7422,UFC Fight Night 1,2005-08-06,Kenny Florian,Alex Karalexis,win,KO/TKO,2,2:52
7423,UFC Fight Night 1,2005-08-06,Drew Fickett,Josh Neer,win,SUB,1,1:35
7424,UFC 53: Heavy Hitters,2005-06-04,Andrei Arlovski,Justin Eilers,win,KO/TKO,1,4:10
7425,UFC 53: Heavy Hitters,2005-06-04,Karo Parisyan,Matt Serra,win,U-DEC,3,5:00
7426,UFC 53: Heavy Hitters,2005-06-04,Rich Franklin,Evan Tanner,win,KO/TKO,4,3:25
7427,UFC 53: Heavy Hitters,2005-06-04,Forrest Griffin,Bill Mahood,win,SUB,1,2:18
7428,UFC 53: Heavy Hitters,2005-06-04,Paul Buentello,Kevin Jordan,win,SUB,1,4:00
7429,UFC 53: Heavy Hitters,2005-06-04,Nate Quarry,Shonie Carter,win,KO/TKO,1,2:37
7430,UFC 53: Heavy Hitters,2005-06-04,David Loiseau,Charles McCarthy,win,KO/TKO,2,2:10
7431,UFC 53: Heavy Hitters,2005-06-04,Nick Diaz,Koji Oishi,win,KO/TKO,1,1:24
7432,UFC 52: Couture vs Liddell 2,2005-04-16,Chuck Liddell,Randy Couture,win,KO/TKO,1,2:06
7433,UFC 52: Couture vs Liddell 2,2005-04-16,Renato Sobral,Travis Wiuff,win,SUB,2,0:24
7434,UFC 52: Couture vs Liddell 2,2005-04-16,Matt Hughes,Frank Trigg,win,SUB,1,4:05
7435,UFC 52: Couture vs Liddell 2,2005-04-16,Matt Lindland,Travis Lutter,win,SUB,2,3:13
7436,UFC 52: Couture vs Liddell 2,2005-04-16,Georges St-Pierre,Jason Miller,win,U-DEC,3,5:00
7437,UFC 52: Couture vs Liddell 2,2005-04-16,Ivan Salaverry,Joe Riggs,win,SUB,1,2:42
7438,UFC 52: Couture vs Liddell 2,2005-04-16,Joe Doerksen,Patrick Cote,win,SUB,3,2:35
7439,UFC 52: Couture vs Liddell 2,2005-04-16,Mike van Arsdale,John Marsh,win,U-DEC,3,5:00
7440,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Rich Franklin,Ken Shamrock,win,KO/TKO,1,2:42
7441,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Forrest Griffin,Stephan Bonnar,win,U-DEC,3,5:00
7442,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Diego Sanchez,Kenny Florian,win,KO/TKO,1,2:49
7443,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Sam Hoger,Bobby Southworth,win,U-DEC,3,5:00
7444,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Chris Leben,Jason Thacker,win,KO/TKO,1,1:35
7445,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Josh Koscheck,Chris Sanford,win,KO/TKO,1,4:21
7446,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Nate Quarry,Lodune Sincaid,win,KO/TKO,1,3:17
7447,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Mike Swick,Alex Schoenauer,win,KO/TKO,1,0:20
7448,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Alex Karalexis,Josh Rafferty,win,KO/TKO,1,1:40
7449,UFC 51: Super Saturday,2005-02-05,Tito Ortiz,Vitor Belfort,win,S-DEC,3,5:00
7450,UFC 51: Super Saturday,2005-02-05,Pete Sell,Phil Baroni,win,SUB,3,4:19
7451,UFC 51: Super Saturday,2005-02-05,Andrei Arlovski,Tim Sylvia,win,SUB,1,0:47
7452,UFC 51: Super Saturday,2005-02-05,Evan Tanner,David Terrell,win,KO/TKO,1,4:35
7453,UFC 51: Super Saturday,2005-02-05,Paul Buentello,Justin Eilers,win,KO/TKO,1,3:34
7454,UFC 51: Super Saturday,2005-02-05,Mike Kyle,James Irvin,win,KO/TKO,1,1:55
7455,UFC 51: Super Saturday,2005-02-05,David Loiseau,Gideon Ray,win,KO/TKO,1,5:00
7456,UFC 51: Super Saturday,2005-02-05,Karo Parisyan,Chris Lytle,win,U-DEC,3,5:00
7457,UFC 51: Super Saturday,2005-02-05,Nick Diaz,Drew Fickett,win,KO/TKO,1,4:40
7458,UFC 50: The War Of '04,2004-10-22,Tito Ortiz,Patrick Cote,win,U-DEC,3,5:00
7459,UFC 50: The War Of '04,2004-10-22,Rich Franklin,Jorge Rivera,win,SUB,3,4:28
7460,UFC 50: The War Of '04,2004-10-22,Matt Hughes,Georges St-Pierre,win,SUB,1,4:59
7461,UFC 50: The War Of '04,2004-10-22,Frank Trigg,Renato Verissimo,win,KO/TKO,2,2:11
7462,UFC 50: The War Of '04,2004-10-22,Evan Tanner,Robbie Lawler,win,SUB,1,2:22
7463,UFC 50: The War Of '04,2004-10-22,Ivan Salaverry,Tony Fryklund,win,SUB,1,1:36
7464,UFC 50: The War Of '04,2004-10-22,Travis Lutter,Marvin Eastman,win,KO/TKO,2,0:33
7465,UFC 49: Unfinished Business,2004-08-21,Randy Couture,Vitor Belfort,win,KO/TKO,3,5:00
7466,UFC 49: Unfinished Business,2004-08-21,Joe Riggs,Joe Doerksen,win,KO/TKO,2,3:39
7467,UFC 49: Unfinished Business,2004-08-21,Chuck Liddell,Vernon White,win,KO/TKO,1,4:05
7468,UFC 49: Unfinished Business,2004-08-21,David Terrell,Matt Lindland,win,KO/TKO,1,0:24
7469,UFC 49: Unfinished Business,2004-08-21,Justin Eilers,Mike Kyle,win,KO/TKO,1,1:14
7470,UFC 49: Unfinished Business,2004-08-21,Chris Lytle,Ronald Jhun,win,SUB,2,1:17
7471,UFC 49: Unfinished Business,2004-08-21,Karo Parisyan,Nick Diaz,win,S-DEC,3,5:00
7472,UFC 49: Unfinished Business,2004-08-21,Yves Edwards,Josh Thomson,win,KO/TKO,1,4:32
7473,UFC 48: Payback,2004-06-19,Ken Shamrock,Kimo Leopoldo,win,KO/TKO,1,1:26
7474,UFC 48: Payback,2004-06-19,Frank Trigg,Dennis Hallman,win,KO/TKO,1,4:15
7475,UFC 48: Payback,2004-06-19,Frank Mir,Tim Sylvia,win,SUB,1,0:50
7476,UFC 48: Payback,2004-06-19,Matt Hughes,Renato Verissimo,win,U-DEC,3,5:00
7477,UFC 48: Payback,2004-06-19,Evan Tanner,Phil Baroni,win,U-DEC,3,5:00
7478,UFC 48: Payback,2004-06-19,Matt Serra,Ivan Menjivar,win,U-DEC,3,5:00
7479,UFC 48: Payback,2004-06-19,Georges St-Pierre,Jay Hieron,win,KO/TKO,1,1:42
7480,UFC 48: Payback,2004-06-19,Trevor Prangley,Curtis Stout,win,SUB,2,1:05
7481,UFC 47: It's On!,2004-04-02,Chuck Liddell,Tito Ortiz,win,KO/TKO,2,0:38
7482,UFC 47: It's On!,2004-04-02,Chris Lytle,Tiki Ghosn,win,SUB,2,1:55
7483,UFC 47: It's On!,2004-04-02,Yves Edwards,Hermes Franca,win,S-DEC,3,5:00
7484,UFC 47: It's On!,2004-04-02,Andrei Arlovski,Wesley Correira,win,KO/TKO,2,1:15
7485,UFC 47: It's On!,2004-04-02,Nick Diaz,Robbie Lawler,win,KO/TKO,2,1:31
7486,UFC 47: It's On!,2004-04-02,Mike Kyle,Wes Sims,win,KO/TKO,1,4:59
7487,UFC 47: It's On!,2004-04-02,Jonathan Wiezorek,Wade Shipp,win,KO/TKO,1,4:40
7488,UFC 47: It's On!,2004-04-02,Genki Sudo,Mike Brown,win,SUB,1,3:31
7489,UFC 46: Supernatural,2004-01-31,Vitor Belfort,Randy Couture,win,KO/TKO,1,0:49
7490,UFC 46: Supernatural,2004-01-31,Renato Verissimo,Carlos Newton,win,U-DEC,3,5:00
7491,UFC 46: Supernatural,2004-01-31,BJ Penn,Matt Hughes,win,SUB,1,4:39
7492,UFC 46: Supernatural,2004-01-31,Frank Mir,Wes Sims,win,KO/TKO,2,4:21
7493,UFC 46: Supernatural,2004-01-31,Lee Murray,Jorge Rivera,win,SUB,1,1:45
7494,UFC 46: Supernatural,2004-01-31,Georges St-Pierre,Karo Parisyan,win,U-DEC,3,5:00
7495,UFC 46: Supernatural,2004-01-31,Josh Thomson,Hermes Franca,win,M-DEC,3,5:00
7496,UFC 46: Supernatural,2004-01-31,Matt Serra,Jeff Curran,win,U-DEC,3,5:00
7497,UFC 45: Revolution,2003-11-21,Matt Hughes,Frank Trigg,win,SUB,1,3:54
7498,UFC 45: Revolution,2003-11-21,Matt Lindland,Falaniko Vitale,win,KO/TKO,3,4:23
7499,UFC 45: Revolution,2003-11-21,Wesley Correira,David Abbott,win,KO/TKO,1,2:14
7500,UFC 45: Revolution,2003-11-21,Evan Tanner,Phil Baroni,win,KO/TKO,1,4:42
7501,UFC 45: Revolution,2003-11-21,Robbie Lawler,Chris Lytle,win,U-DEC,3,5:00
7502,UFC 45: Revolution,2003-11-21,Pedro Rizzo,Ricco Rodriguez,win,U-DEC,3,5:00
7503,UFC 45: Revolution,2003-11-21,Keith Rockel,Chris Liguori,win,SUB,1,3:29
7504,UFC 45: Revolution,2003-11-21,Yves Edwards,Nick Agallar,win,KO/TKO,2,2:14
7505,UFC 44: Undisputed,2003-09-26,Randy Couture,Tito Ortiz,win,U-DEC,5,5:00
7506,UFC 44: Undisputed,2003-09-26,Andrei Arlovski,Vladimir Matyushenko,win,KO/TKO,1,1:59
7507,UFC 44: Undisputed,2003-09-26,Tim Sylvia,Gan McGee,win,KO/TKO,1,1:54
7508,UFC 44: Undisputed,2003-09-26,Jorge Rivera,David Loiseau,win,U-DEC,3,5:00
7509,UFC 44: Undisputed,2003-09-26,Rich Franklin,Edwin DeWees,win,KO/TKO,1,3:35
7510,UFC 44: Undisputed,2003-09-26,Karo Parisyan,Dave Strasser,win,SUB,1,3:52
7511,UFC 44: Undisputed,2003-09-26,Josh Thomson,Gerald Strebendt,win,KO/TKO,1,2:45
7512,UFC 44: Undisputed,2003-09-26,Nick Diaz,Jeremy Jackson,win,SUB,3,2:04
7513,UFC 44: Undisputed,2003-09-26,Hermes Franca,Caol Uno,win,KO/TKO,2,2:46
7514,UFC 43: Meltdown,2003-06-06,Randy Couture,Chuck Liddell,win,KO/TKO,3,2:39
7515,UFC 43: Meltdown,2003-06-06,Kimo Leopoldo,David Abbott,win,SUB,1,1:59
7516,UFC 43: Meltdown,2003-06-06,Vitor Belfort,Marvin Eastman,win,KO/TKO,1,1:07
7517,UFC 43: Meltdown,2003-06-06,Vernon White,Ian Freeman,draw,S-DEC,3,5:00
7518,UFC 43: Meltdown,2003-06-06,Frank Mir,Wes Sims,win,DQ,1,2:55
7519,UFC 43: Meltdown,2003-06-06,Yves Edwards,Eddie Ruiz,win,U-DEC,3,5:00
7520,UFC 43: Meltdown,2003-06-06,Falaniko Vitale,Matt Lindland,win,KO/TKO,1,1:56
7521,UFC 43: Meltdown,2003-06-06,Pedro Rizzo,Tra Telligman,win,KO/TKO,2,4:24
7522,UFC 42: Sudden Impact,2003-04-25,Matt Hughes,Sean Sherk,win,U-DEC,5,5:00
7523,UFC 42: Sudden Impact,2003-04-25,Pete Spratt,Robbie Lawler,win,SUB,2,2:28
7524,UFC 42: Sudden Impact,2003-04-25,Dave Strasser,Romie Aram,win,U-DEC,3,5:00
7525,UFC 42: Sudden Impact,2003-04-25,Wesley Correira,Sean Alvarez,win,KO/TKO,2,1:46
7526,UFC 42: Sudden Impact,2003-04-25,Rich Franklin,Evan Tanner,win,KO/TKO,1,2:40
7527,UFC 42: Sudden Impact,2003-04-25,Duane Ludwig,Genki Sudo,win,U-DEC,3,5:00
7528,UFC 42: Sudden Impact,2003-04-25,Hermes Franca,Richard Crunkilton,win,U-DEC,3,5:00
7529,UFC 42: Sudden Impact,2003-04-25,David Loiseau,Mark Weir,win,KO/TKO,1,3:55
7530,UFC 41: Onslaught,2003-02-28,Tim Sylvia,Ricco Rodriguez,win,KO/TKO,1,3:09
7531,UFC 41: Onslaught,2003-02-28,Frank Mir,David Abbott,win,SUB,1,0:46
7532,UFC 41: Onslaught,2003-02-28,BJ Penn,Caol Uno,draw,S-DEC,5,5:00
7533,UFC 41: Onslaught,2003-02-28,Matt Lindland,Phil Baroni,win,U-DEC,3,5:00
7534,UFC 41: Onslaught,2003-02-28,Vladimir Matyushenko,Pedro Rizzo,win,U-DEC,3,5:00
7535,UFC 41: Onslaught,2003-02-28,Din Thomas,Matt Serra,win,S-DEC,3,5:00
7536,UFC 41: Onslaught,2003-02-28,Gan McGee,Alexandre Dantas,win,KO/TKO,1,4:49
7537,UFC 41: Onslaught,2003-02-28,Yves Edwards,Rich Clementi,win,SUB,3,4:07
7538,UFC 40: Vendetta,2002-11-22,Tito Ortiz,Ken Shamrock,win,KO/TKO,3,5:00
7539,UFC 40: Vendetta,2002-11-22,Chuck Liddell,Renato Sobral,win,KO/TKO,1,2:55
7540,UFC 40: Vendetta,2002-11-22,Matt Hughes,Gil Castillo,win,KO/TKO,1,5:00
